,name_list_1,name_list_2,postcode,query,sn,geometry,country,json_data
58,McDonald’s Jurong Central Park,291 Boon Lay Way,Singapore 649849,"291 Boon Lay Way, Singapore 649849",58,POINT (103.708656 1.339175),Singapore,"{'data': [{'latitude': 1.339175, 'longitude': 103.708656, 'type': 'address', 'name': '291 Boon Lay Way', 'number': '291', 'postal_code': None, 'street': 'Boon Lay Way', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '291 Boon Lay Way, Singapore'}]}"
59,McDonald’s Jurong East 24,Blk 256 Jurong East Street 24 #01-381,Singapore 600256,"Blk 256 Jurong East Street 24 #01-381, Singapore 600256",59,POINT (103.738056 1.344019),Singapore,"{'data': [{'latitude': 1.344019, 'longitude': 103.738056, 'type': 'address', 'name': '256 Jurong East Street 24', 'number': '256', 'postal_code': '600256', 'street': 'Jurong East Street 24', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '256 Jurong East Street 24, Singapore'}]}"
60,McDonald’s Jurong Green CC,6A Jurong West Avenue 1,Singapore 649520,"6A Jurong West Avenue 1, Singapore 649520",60,POINT (103.725416 1.350422),Singapore,"{'data': [{'latitude': 1.350422, 'longitude': 103.725416, 'type': 'address', 'name': '6 Jurong West Avenue 1', 'number': '6', 'postal_code': '649520', 'street': 'Jurong West Avenue 1', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '6 Jurong West Avenue 1, Singapore'}]}"
61,McDonald’s Jurong Point,1 Jurong West Central 2 #01-31 Jurong Point,Singapore 648886,"1 Jurong West Central 2 #01-31 Jurong Point, Singapore 648886",61,POINT (103.705972 1.340095),Singapore,"{'data': [{'latitude': 1.340095, 'longitude': 103.705972, 'type': 'address', 'name': '1 Jurong West Central 2', 'number': '1', 'postal_code': '648886', 'street': 'Jurong West Central 2', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '1 Jurong West Central 2, Singapore'}, {'latitude': 1.33963, 'longitude': 103.706784, 'type': 'address', 'name': '02-K1/K2 1 Jurong West Central 2, Jurong Point Shopping Mall', 'number': '02-K1/K2', 'postal_code': '648886', 'street': '1 Jurong West Central 2, Jurong Point Shopping Mall', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '02-K1/K2 1 Jurong West Central 2, Jurong Point Shopping Mall, Singapore'}]}"
62,McDonald’s Keat Hong,818 Choa Chu Kang Avenue 1#01-02,Singapore 680818,"818 Choa Chu Kang Avenue 1#01-02, Singapore 680818",62,POINT (103.749049 1.378004),Singapore,"{'data': [{'latitude': 1.378004, 'longitude': 103.749049, 'type': 'address', 'name': '818 Choa Chu Kang Avenue 1', 'number': '818', 'postal_code': '680818', 'street': 'Choa Chu Kang Avenue 1', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '818 Choa Chu Kang Avenue 1, Singapore'}, {'latitude': 1.377231, 'longitude': 103.748316, 'type': 'address', 'name': '818B Choa Chu Kang Avenue 1', 'number': '818B', 'postal_code': '682818', 'street': 'Choa Chu Kang Avenue 1', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '818B Choa Chu Kang Avenue 1, Singapore'}, {'latitude': 1.377666, 'longitude': 103.748612, 'type': 'address', 'name': '818A Choa Chu Kang Avenue 1', 'number': '818A', 'postal_code': '681818', 'street': 'Choa Chu Kang Avenue 1', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '818A Choa Chu Kang Avenue 1, Singapore'}, {'latitude': 1.376764, 'longitude': 103.748186, 'type': 'address', 'name': '818C Choa Chu Kang Avenue 1', 'number': '818C', 'postal_code': '683818', 'street': 'Choa Chu Kang Avenue 1', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '818C Choa Chu Kang Avenue 1, Singapore'}]}"
63,McDonald’s Khatib,846 Yishun Ring Road #01-3669,Singapore 760846,"846 Yishun Ring Road #01-3669, Singapore 760846",63,POINT (103.834552 1.417172),Singapore,"{'data': [{'latitude': 1.417172, 'longitude': 103.834552, 'type': 'address', 'name': '846 Yishun Ring Road', 'number': '846', 'postal_code': '760846', 'street': 'Yishun Ring Road', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '846 Yishun Ring Road, Singapore'}]}"
64,McDonald’s LeQuest,"4 Bukit Batok Street 41 #01-42 to #01-45, #01-50 to #01-54",Singapore 657991,"4 Bukit Batok Street 41 #01-42 to #01-45, #01-50 to #01-54, Singapore 657991",64,POINT (103.741602 1.355821),Singapore,"{'data': [{'latitude': 1.355821, 'longitude': 103.741602, 'type': 'address', 'name': '8 Bukit Batok Street 41', 'number': '8', 'postal_code': '657993', 'street': 'Bukit Batok Street 41', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '8 Bukit Batok Street 41, Singapore'}, {'latitude': 1.355667, 'longitude': 103.741108, 'type': 'address', 'name': '10 Bukit Batok Street 41', 'number': '10', 'postal_code': '657977', 'street': 'Bukit Batok Street 41', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '10 Bukit Batok Street 41, Singapore'}, {'latitude': 1.356121, 'longitude': 103.742447, 'type': 'address', 'name': '468 Bukit Batok Street 41', 'number': '468', 'postal_code': '650468', 'street': 'Bukit Batok Street 41', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '468 Bukit Batok Street 41, Singapore'}, {'latitude': 1.35641, 'longitude': 103.740947, 'type': 'address', 'name': '2 Bukit Batok Street 41', 'number': '2', 'postal_code': '657990', 'street': 'Bukit Batok Street 41', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '2 Bukit Batok Street 41, Singapore'}, {'latitude': 1.356112, 'longitude': 103.741266, 'type': 'address', 'name': '6 Bukit Batok Street 41', 'number': '6', 'postal_code': '657992', 'street': 'Bukit Batok Street 41', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '6 Bukit Batok Street 41, Singapore'}, {'latitude': 1.356027, 'longitude': 103.740713, 'type': 'address', 'name': '12 Bukit Batok Street 41', 'number': '12', 'postal_code': '657978', 'street': 'Bukit Batok Street 41', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '12 Bukit Batok Street 41, Singapore'}, {'latitude': 1.356823, 'longitude': 103.741603, 'type': 'address', 'name': '463 Bukit Batok Street 41', 'number': '463', 'postal_code': '650463', 'street': 'Bukit Batok Street 41', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '463 Bukit Batok Street 41, Singapore'}, {'latitude': 1.356363, 'longitude': 103.742078, 'type': 'address', 'name': '463A Bukit Batok Street 41', 'number': '463A', 'postal_code': None, 'street': 'Bukit Batok Street 41', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '463A Bukit Batok Street 41, Singapore'}, {'latitude': 1.349057, 'longitude': 103.749591, 'type': 'venue', 'name': 'Bukit Batok', 'number': '10', 'postal_code': None, 'street': 'Bukit Batok Central', 'confidence': 0.8, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': 'Bukit Batok, Singapore'}, {'latitude': 1.349356, 'longitude': 103.743143, 'type': 'venue', 'name': 'Bukit Batok Presbyterian Church', 'number': '21', 'postal_code': '659673', 'street': 'Bukit Batok Street 11', 'confidence': 0.8, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': 'Bukit Batok Presbyterian Church, Singapore'}]}"
66,McDonald’s Loyang Point,"Block 258 Pasir Ris Street 21 #01-25, Loyang Point",Singapore 510258,"Block 258 Pasir Ris Street 21 #01-25, Loyang Point, Singapore 510258",66,POINT (103.70008 1.33723),Singapore,"{'data': [{'latitude': 1.33723, 'longitude': 103.70008, 'type': 'venue', 'name': 'BLK 658D', 'number': None, 'postal_code': None, 'street': None, 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': 'BLK 658D, Singapore'}, {'latitude': 45.425086, 'longitude': -75.699712, 'type': 'venue', 'name': 'Centre Block', 'number': '111', 'postal_code': None, 'street': 'Wellington Street', 'confidence': 1, 'region': 'Ontario', 'region_code': 'ON', 'county': 'Ottawa', 'locality': 'Ottawa', 'administrative_area': None, 'neighbourhood': 'Centretown', 'country': 'Canada', 'country_code': 'CAN', 'continent': 'North America', 'label': 'Centre Block, Ottawa, ON, Canada'}, {'latitude': 45.424688, 'longitude': -75.697282, 'type': 'venue', 'name': 'East Block', 'number': None, 'postal_code': None, 'street': None, 'confidence': 1, 'region': 'Ontario', 'region_code': 'ON', 'county': 'Ottawa', 'locality': 'Ottawa', 'administrative_area': None, 'neighbourhood': 'Centretown', 'country': 'Canada', 'country_code': 'CAN', 'continent': 'North America', 'label': 'East Block, Ottawa, ON, Canada'}, {'latitude': 45.423419, 'longitude': -75.700768, 'type': 'venue', 'name': 'West Block', 'number': None, 'postal_code': None, 'street': 'Wellington Street', 'confidence': 1, 'region': 'Ontario', 'region_code': 'ON', 'county': 'Ottawa', 'locality': 'Ottawa', 'administrative_area': None, 'neighbourhood': 'Centretown', 'country': 'Canada', 'country_code': 'CAN', 'continent': 'North America', 'label': 'West Block, Ottawa, ON, Canada'}, {'latitude': 53.773204, 'longitude': -3.034214, 'type': 'venue', 'name': 'Blackpool Airport', 'number': None, 'postal_code': None, 'street': None, 'confidence': 1, 'region': 'Lancashire', 'region_code': None, 'county': 'Lancashire', 'locality': ""Saint Anne's on the Sea"", 'administrative_area': ""Saint Anne's on the Sea"", 'neighbourhood': None, 'country': 'United Kingdom', 'country_code': 'GBR', 'continent': 'Europe', 'label': ""Blackpool Airport, Saint Anne's on the Sea, England, United Kingdom""}, {'latitude': 48.366597, 'longitude': 10.895547, 'type': 'venue', 'name': 'Riegele-Block', 'number': '12', 'postal_code': '86150', 'street': 'Bürgermeister-Fischer-Straße', 'confidence': 1, 'region': 'Bavaria', 'region_code': 'BY', 'county': 'Augsburg', 'locality': 'Augsburg', 'administrative_area': 'Augsburg', 'neighbourhood': None, 'country': 'Germany', 'country_code': 'DEU', 'continent': 'Europe', 'label': 'Riegele-Block, Augsburg, BY, Germany'}, {'latitude': 53.488461, 'longitude': 10.211327, 'type': 'venue', 'name': 'Block House', 'number': '2', 'postal_code': '21029', 'street': 'Sachsentor', 'confidence': 1, 'region': 'Hamburg', 'region_code': 'HH', 'county': 'Hamburg', 'locality': 'Hamburg', 'administrative_area': 'Hamburg', 'neighbourhood': 'Nettelnburg', 'country': 'Germany', 'country_code': 'DEU', 'continent': 'Europe', 'label': 'Block House, Hamburg, Germany'}, {'latitude': 42.861102, 'longitude': -105.871902, 'type': 'venue', 'name': 'Commerce Block', 'number': None, 'postal_code': None, 'street': None, 'confidence': 1, 'region': 'Wyoming', 'region_code': 'WY', 'county': 'Converse County', 'locality': 'Glenrock', 'administrative_area': None, 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Commerce Block, Glenrock, WY, USA'}, {'latitude': 44.489161, 'longitude': -108.055593, 'type': 'venue', 'name': 'Carey Block', 'number': None, 'postal_code': None, 'street': None, 'confidence': 1, 'region': 'Wyoming', 'region_code': 'WY', 'county': 'Big Horn County', 'locality': 'Greybull', 'administrative_area': None, 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Carey Block, Greybull, WY, USA'}, {'latitude': 43.000209, 'longitude': -81.233405, 'type': 'venue', 'name': 'A Block', 'number': None, 'postal_code': None, 'street': None, 'confidence': 1, 'region': 'Ontario', 'region_code': 'ON', 'county': 'Middlesex', 'locality': 'London', 'administrative_area': None, 'neighbourhood': None, 'country': 'Canada', 'country_code': 'CAN', 'continent': 'North America', 'label': 'A Block, London, ON, Canada'}]}"
68,McDonald’s Marina Square,6 Raffles Boulevard #02-156/ #02-157/ #02-166 Marina Square,Singapore 039594,"6 Raffles Boulevard #02-156/ #02-157/ #02-166 Marina Square, Singapore 039594",68,POINT (103.856261 1.291914),Singapore,"{'data': [{'latitude': 1.291914, 'longitude': 103.856261, 'type': 'address', 'name': '6 Raffles Boulevard', 'number': '6', 'postal_code': '039594', 'street': 'Raffles Boulevard', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '6 Raffles Boulevard, Singapore'}, {'latitude': 1.290951, 'longitude': 103.858919, 'type': 'address', 'name': '6 Raffles Boulevard', 'number': '6', 'postal_code': '39594', 'street': 'Raffles Boulevard', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '6 Raffles Boulevard, Singapore'}]}"
71,McDonald’s Nanyang Technological University,"76 Nanyang Drive, Block N2.1 #01-08 Nanyang Technological University",Singapore 637331,"76 Nanyang Drive, Block N2.1 #01-08 Nanyang Technological University, Singapore 637331",71,POINT (103.680034 1.34713),Singapore,"{'data': [{'latitude': 1.34713, 'longitude': 103.680034, 'type': 'address', 'name': '76 Nanyang Drive', 'number': '76', 'postal_code': None, 'street': 'Nanyang Drive', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '76 Nanyang Drive, Singapore'}, {'latitude': 1.346903, 'longitude': 103.680122, 'type': 'address', 'name': '01-06 76 Nanyang Drive', 'number': '01-06', 'postal_code': '637331', 'street': '76 Nanyang Drive', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '01-06 76 Nanyang Drive, Singapore'}, {'latitude': 1.344568, 'longitude': 103.685502, 'type': 'address', 'name': '10 Nanyang Drive', 'number': '10', 'postal_code': None, 'street': 'Nanyang Drive', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '10 Nanyang Drive, Singapore'}, {'latitude': 1.344232, 'longitude': 103.674272, 'type': 'address', 'name': '51 Nanyang Drive', 'number': '51', 'postal_code': None, 'street': 'Nanyang Drive', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '51 Nanyang Drive, Singapore'}, {'latitude': 1.34344, 'longitude': 103.679363, 'type': 'address', 'name': '50 Nanyang Drive', 'number': '50', 'postal_code': '637553', 'street': 'Nanyang Drive', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '50 Nanyang Drive, Singapore'}, {'latitude': 1.346523, 'longitude': 103.682099, 'type': 'address', 'name': '61 Nanyang Drive', 'number': '61', 'postal_code': '637335', 'street': 'Nanyang Drive', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '61 Nanyang Drive, Singapore'}, {'latitude': 1.349386, 'longitude': 103.683871, 'type': 'address', 'name': '81 Nanyang Drive', 'number': '81', 'postal_code': '637458', 'street': 'Nanyang Drive', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '81 Nanyang Drive, Singapore'}, {'latitude': 1.343905, 'longitude': 103.683963, 'type': 'address', 'name': '12 Nanyang Drive', 'number': '12', 'postal_code': '637721', 'street': 'Nanyang Drive', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '12 Nanyang Drive, Singapore'}, {'latitude': 1.344529, 'longitude': 103.68774, 'type': 'address', 'name': '8 Nanyang Drive', 'number': '8', 'postal_code': None, 'street': 'Nanyang Drive', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '8 Nanyang Drive, Singapore'}, {'latitude': 1.344664, 'longitude': 103.67923, 'type': 'address', 'name': '60 Nanyang Drive', 'number': '60', 'postal_code': None, 'street': 'Nanyang Drive', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '60 Nanyang Drive, Singapore'}]}"
72,McDonald’s NEX,23 Serangoon Central #B2-05/06/07/08 NEX,Singapore 556083,"23 Serangoon Central #B2-05/06/07/08 NEX, Singapore 556083",72,POINT (103.872916 1.350497),Singapore,"{'data': [{'latitude': 1.350497, 'longitude': 103.872916, 'type': 'address', 'name': '23 Serangoon Central', 'number': '23', 'postal_code': '556083', 'street': 'Serangoon Central', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '23 Serangoon Central, Singapore'}, {'latitude': 1.35048, 'longitude': 103.872276, 'type': 'address', 'name': '23 Serangoon Central, Isetan-Nex Mall', 'number': '23', 'postal_code': '556083', 'street': 'Serangoon Central, Isetan-Nex Mall', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '23 Serangoon Central, Isetan-Nex Mall, Singapore'}]}"
73,McDonald’s Northpoint,930 Yishun Avenue 2 #01-12/13 Northpoint City North Wing,Singapore 769098,"930 Yishun Avenue 2 #01-12/13 Northpoint City North Wing, Singapore 769098",73,POINT (103.836099 1.42846),Singapore,"{'data': [{'latitude': 1.42846, 'longitude': 103.836099, 'type': 'address', 'name': '930 Yishun Avenue 2', 'number': '930', 'postal_code': '769098', 'street': 'Yishun Avenue 2', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '930 Yishun Avenue 2, Singapore'}, {'latitude': 1.429413, 'longitude': 103.83574, 'type': 'address', 'name': '930 Yishun Ave 2 #01-07/08 Northpoint', 'number': '930', 'postal_code': '769098', 'street': 'Yishun Ave 2 #01-07/08 Northpoint', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '930 Yishun Ave 2 #01-07/08 Northpoint, Singapore'}]}"
74,McDonald’s Parklane,35 Selegie Road #B1-38 Parklane Shopping Mall,Singapore 188307,"35 Selegie Road #B1-38 Parklane Shopping Mall, Singapore 188307",74,POINT (103.84941 1.300627),Singapore,"{'data': [{'latitude': 1.300627, 'longitude': 103.84941, 'type': 'address', 'name': '35 Selegie Road', 'number': '35', 'postal_code': '188307', 'street': 'Selegie Road', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '35 Selegie Road, Singapore'}]}"
75,McDonald’s Parkway Centre,1 Marine Parade Central #01-01 Parkway Centre,Singapore 449408,"1 Marine Parade Central #01-01 Parkway Centre, Singapore 449408",75,POINT (103.905986 1.301892),Singapore,"{'data': [{'latitude': 1.301892, 'longitude': 103.905986, 'type': 'address', 'name': '1 Marine Parade Central', 'number': '1', 'postal_code': '449408', 'street': 'Marine Parade Central', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '1 Marine Parade Central, Singapore'}]}"
76,McDonald’s Pasir Ris Central,1 Pasir Ris Central Street 3 #01-28/29 White Sands,Singapore 518457,"1 Pasir Ris Central Street 3 #01-28/29 White Sands, Singapore 518457",76,POINT (103.950032 1.372477),Singapore,"{'data': [{'latitude': 1.372477, 'longitude': 103.950032, 'type': 'address', 'name': '1 Pasir Ris Central Street 3', 'number': '1', 'postal_code': '518457', 'street': 'Pasir Ris Central Street 3', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '1 Pasir Ris Central Street 3, Singapore'}, {'latitude': 1.37244, 'longitude': 103.950091, 'type': 'address', 'name': 'B1-22/23 1 Pasir Ris Central Street 3, White Sands', 'number': 'B1-22/23', 'postal_code': '518457', 'street': '1 Pasir Ris Central Street 3, White Sands', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': 'B1-22/23 1 Pasir Ris Central Street 3, White Sands, Singapore'}, {'latitude': 1.372356, 'longitude': 103.949595, 'type': 'address', 'name': '1 Pasir Ris Central Street 3, #01-21/22/23', 'number': '1', 'postal_code': '518457', 'street': 'Pasir Ris Central Street 3, #01-21/22/23', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '1 Pasir Ris Central Street 3, #01-21/22/23, Singapore'}]}"
77,McDonald’s Pasir Ris Sports Complex,120 Pasir Ris Central #01-12 Pasir Ris Sports and Recreation Centre,Singapore 519640,"120 Pasir Ris Central #01-12 Pasir Ris Sports and Recreation Centre, Singapore 519640",77,POINT (103.951534 1.374188),Singapore,"{'data': [{'latitude': 1.374188, 'longitude': 103.951534, 'type': 'address', 'name': '120 Pasir Ris Central', 'number': '120', 'postal_code': '519640', 'street': 'Pasir Ris Central', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '120 Pasir Ris Central, Singapore'}]}"
